point_name,building,unit,system,variable,source_type,protocol_preferred,address_type,address,data_type,engineering_unit,polling_seconds,writable,active
A_A517_ROOM_WATER_HOT_M3,A,A517,ROOM,WATER_HOT_M3,room,modbus,holding_register,545,float,m3,30,false,true
A_A517_ROOM_FC_KWH,A,A517,ROOM,FC_KWH,room,modbus,holding_register,547,float,kWh,30,false,true
A_A517_ROOM_RETURN_TEMP_C,A,A517,ROOM,RETURN_TEMP_C,room,modbus,holding_register,549,float,C,30,false,true
A_A517_ROOM_LEAK_ALARM,A,A517,ROOM,LEAK_ALARM,room,bacnet,object_instance,10217,bool,bool,30,false,true
A_A517_ROOM_OCCUPANCY,A,A517,ROOM,OCCUPANCY,room,bacnet,object_instance,10218,bool,bool,30,false,true
A_A517_ROOM_SETPOINT_C,A,A517,ROOM,SETPOINT_C,room,bacnet,object_instance,10219,float,C,30,false,true
A_A517_ROOM_HUMIDITY_RH,A,A517,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10220,float,%,30,false,true
A_A518_ROOM_ELECTRICITY_KWH,A,A518,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,551,float,kWh,30,false,true
A_A518_ROOM_WATER_COLD_M3,A,A518,ROOM,WATER_COLD_M3,room,modbus,holding_register,553,float,m3,30,false,true
A_A518_ROOM_WATER_HOT_M3,A,A518,ROOM,WATER_HOT_M3,room,modbus,holding_register,555,float,m3,30,false,true
A_A518_ROOM_FC_KWH,A,A518,ROOM,FC_KWH,room,modbus,holding_register,557,float,kWh,30,false,true
A_A518_ROOM_RETURN_TEMP_C,A,A518,ROOM,RETURN_TEMP_C,room,modbus,holding_register,559,float,C,30,false,true
A_A518_ROOM_LEAK_ALARM,A,A518,ROOM,LEAK_ALARM,room,bacnet,object_instance,10221,bool,bool,30,false,true
A_A518_ROOM_OCCUPANCY,A,A518,ROOM,OCCUPANCY,room,bacnet,object_instance,10222,bool,bool,30,false,true
A_A518_ROOM_SETPOINT_C,A,A518,ROOM,SETPOINT_C,room,bacnet,object_instance,10223,float,C,30,false,true
A_A518_ROOM_HUMIDITY_RH,A,A518,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10224,float,%,30,false,true
A_A519_ROOM_ELECTRICITY_KWH,A,A519,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,561,float,kWh,30,false,true
A_A519_ROOM_WATER_COLD_M3,A,A519,ROOM,WATER_COLD_M3,room,modbus,holding_register,563,float,m3,30,false,true
A_A519_ROOM_WATER_HOT_M3,A,A519,ROOM,WATER_HOT_M3,room,modbus,holding_register,565,float,m3,30,false,true
A_A519_ROOM_FC_KWH,A,A519,ROOM,FC_KWH,room,modbus,holding_register,567,float,kWh,30,false,true
A_A519_ROOM_RETURN_TEMP_C,A,A519,ROOM,RETURN_TEMP_C,room,modbus,holding_register,569,float,C,30,false,true
A_A519_ROOM_LEAK_ALARM,A,A519,ROOM,LEAK_ALARM,room,bacnet,object_instance,10225,bool,bool,30,false,true
A_A519_ROOM_OCCUPANCY,A,A519,ROOM,OCCUPANCY,room,bacnet,object_instance,10226,bool,bool,30,false,true
A_A519_ROOM_SETPOINT_C,A,A519,ROOM,SETPOINT_C,room,bacnet,object_instance,10227,float,C,30,false,true
A_A519_ROOM_HUMIDITY_RH,A,A519,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10228,float,%,30,false,true
A_A601_ROOM_ELECTRICITY_KWH,A,A601,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,571,float,kWh,30,false,true
A_A601_ROOM_WATER_COLD_M3,A,A601,ROOM,WATER_COLD_M3,room,modbus,holding_register,573,float,m3,30,false,true
A_A601_ROOM_WATER_HOT_M3,A,A601,ROOM,WATER_HOT_M3,room,modbus,holding_register,575,float,m3,30,false,true
A_A601_ROOM_FC_KWH,A,A601,ROOM,FC_KWH,room,modbus,holding_register,577,float,kWh,30,false,true
A_A601_ROOM_RETURN_TEMP_C,A,A601,ROOM,RETURN_TEMP_C,room,modbus,holding_register,579,float,C,30,false,true
A_A601_ROOM_LEAK_ALARM,A,A601,ROOM,LEAK_ALARM,room,bacnet,object_instance,10229,bool,bool,30,false,true
A_A601_ROOM_OCCUPANCY,A,A601,ROOM,OCCUPANCY,room,bacnet,object_instance,10230,bool,bool,30,false,true
A_A601_ROOM_SETPOINT_C,A,A601,ROOM,SETPOINT_C,room,bacnet,object_instance,10231,float,C,30,false,true
A_A601_ROOM_HUMIDITY_RH,A,A601,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10232,float,%,30,false,true
A_A602_ROOM_ELECTRICITY_KWH,A,A602,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,581,float,kWh,30,false,true
A_A602_ROOM_WATER_COLD_M3,A,A602,ROOM,WATER_COLD_M3,room,modbus,holding_register,583,float,m3,30,false,true
A_A602_ROOM_WATER_HOT_M3,A,A602,ROOM,WATER_HOT_M3,room,modbus,holding_register,585,float,m3,30,false,true
A_A602_ROOM_FC_KWH,A,A602,ROOM,FC_KWH,room,modbus,holding_register,587,float,kWh,30,false,true
A_A602_ROOM_RETURN_TEMP_C,A,A602,ROOM,RETURN_TEMP_C,room,modbus,holding_register,589,float,C,30,false,true
A_A602_ROOM_LEAK_ALARM,A,A602,ROOM,LEAK_ALARM,room,bacnet,object_instance,10233,bool,bool,30,false,true
A_A602_ROOM_OCCUPANCY,A,A602,ROOM,OCCUPANCY,room,bacnet,object_instance,10234,bool,bool,30,false,true
A_A602_ROOM_SETPOINT_C,A,A602,ROOM,SETPOINT_C,room,bacnet,object_instance,10235,float,C,30,false,true
A_A602_ROOM_HUMIDITY_RH,A,A602,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10236,float,%,30,false,true
A_A603_ROOM_ELECTRICITY_KWH,A,A603,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,591,float,kWh,30,false,true
A_A603_ROOM_WATER_COLD_M3,A,A603,ROOM,WATER_COLD_M3,room,modbus,holding_register,593,float,m3,30,false,true
A_A603_ROOM_WATER_HOT_M3,A,A603,ROOM,WATER_HOT_M3,room,modbus,holding_register,595,float,m3,30,false,true
A_A603_ROOM_FC_KWH,A,A603,ROOM,FC_KWH,room,modbus,holding_register,597,float,kWh,30,false,true
A_A603_ROOM_RETURN_TEMP_C,A,A603,ROOM,RETURN_TEMP_C,room,modbus,holding_register,599,float,C,30,false,true
A_A603_ROOM_LEAK_ALARM,A,A603,ROOM,LEAK_ALARM,room,bacnet,object_instance,10237,bool,bool,30,false,true
A_A603_ROOM_OCCUPANCY,A,A603,ROOM,OCCUPANCY,room,bacnet,object_instance,10238,bool,bool,30,false,true
A_A603_ROOM_SETPOINT_C,A,A603,ROOM,SETPOINT_C,room,bacnet,object_instance,10239,float,C,30,false,true
A_A603_ROOM_HUMIDITY_RH,A,A603,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10240,float,%,30,false,true
A_A604_ROOM_ELECTRICITY_KWH,A,A604,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,601,float,kWh,30,false,true
A_A604_ROOM_WATER_COLD_M3,A,A604,ROOM,WATER_COLD_M3,room,modbus,holding_register,603,float,m3,30,false,true
A_A604_ROOM_WATER_HOT_M3,A,A604,ROOM,WATER_HOT_M3,room,modbus,holding_register,605,float,m3,30,false,true
A_A604_ROOM_FC_KWH,A,A604,ROOM,FC_KWH,room,modbus,holding_register,607,float,kWh,30,false,true
A_A604_ROOM_RETURN_TEMP_C,A,A604,ROOM,RETURN_TEMP_C,room,modbus,holding_register,609,float,C,30,false,true
A_A604_ROOM_LEAK_ALARM,A,A604,ROOM,LEAK_ALARM,room,bacnet,object_instance,10241,bool,bool,30,false,true
A_A604_ROOM_OCCUPANCY,A,A604,ROOM,OCCUPANCY,room,bacnet,object_instance,10242,bool,bool,30,false,true
A_A604_ROOM_SETPOINT_C,A,A604,ROOM,SETPOINT_C,room,bacnet,object_instance,10243,float,C,30,false,true
A_A604_ROOM_HUMIDITY_RH,A,A604,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10244,float,%,30,false,true
A_A605_ROOM_ELECTRICITY_KWH,A,A605,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,611,float,kWh,30,false,true
A_A605_ROOM_WATER_COLD_M3,A,A605,ROOM,WATER_COLD_M3,room,modbus,holding_register,613,float,m3,30,false,true
A_A605_ROOM_WATER_HOT_M3,A,A605,ROOM,WATER_HOT_M3,room,modbus,holding_register,615,float,m3,30,false,true
A_A605_ROOM_FC_KWH,A,A605,ROOM,FC_KWH,room,modbus,holding_register,617,float,kWh,30,false,true
A_A605_ROOM_RETURN_TEMP_C,A,A605,ROOM,RETURN_TEMP_C,room,modbus,holding_register,619,float,C,30,false,true
A_A605_ROOM_LEAK_ALARM,A,A605,ROOM,LEAK_ALARM,room,bacnet,object_instance,10245,bool,bool,30,false,true
A_A605_ROOM_OCCUPANCY,A,A605,ROOM,OCCUPANCY,room,bacnet,object_instance,10246,bool,bool,30,false,true
A_A605_ROOM_SETPOINT_C,A,A605,ROOM,SETPOINT_C,room,bacnet,object_instance,10247,float,C,30,false,true
A_A605_ROOM_HUMIDITY_RH,A,A605,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10248,float,%,30,false,true
A_A606_ROOM_ELECTRICITY_KWH,A,A606,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,621,float,kWh,30,false,true
A_A606_ROOM_WATER_COLD_M3,A,A606,ROOM,WATER_COLD_M3,room,modbus,holding_register,623,float,m3,30,false,true
A_A606_ROOM_WATER_HOT_M3,A,A606,ROOM,WATER_HOT_M3,room,modbus,holding_register,625,float,m3,30,false,true
A_A606_ROOM_FC_KWH,A,A606,ROOM,FC_KWH,room,modbus,holding_register,627,float,kWh,30,false,true
A_A606_ROOM_RETURN_TEMP_C,A,A606,ROOM,RETURN_TEMP_C,room,modbus,holding_register,629,float,C,30,false,true
A_A606_ROOM_LEAK_ALARM,A,A606,ROOM,LEAK_ALARM,room,bacnet,object_instance,10249,bool,bool,30,false,true
A_A606_ROOM_OCCUPANCY,A,A606,ROOM,OCCUPANCY,room,bacnet,object_instance,10250,bool,bool,30,false,true
A_A606_ROOM_SETPOINT_C,A,A606,ROOM,SETPOINT_C,room,bacnet,object_instance,10251,float,C,30,false,true
A_A606_ROOM_HUMIDITY_RH,A,A606,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10252,float,%,30,false,true
A_A607_ROOM_ELECTRICITY_KWH,A,A607,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,631,float,kWh,30,false,true
A_A607_ROOM_WATER_COLD_M3,A,A607,ROOM,WATER_COLD_M3,room,modbus,holding_register,633,float,m3,30,false,true
A_A607_ROOM_WATER_HOT_M3,A,A607,ROOM,WATER_HOT_M3,room,modbus,holding_register,635,float,m3,30,false,true
A_A607_ROOM_FC_KWH,A,A607,ROOM,FC_KWH,room,modbus,holding_register,637,float,kWh,30,false,true
A_A607_ROOM_RETURN_TEMP_C,A,A607,ROOM,RETURN_TEMP_C,room,modbus,holding_register,639,float,C,30,false,true
A_A607_ROOM_LEAK_ALARM,A,A607,ROOM,LEAK_ALARM,room,bacnet,object_instance,10253,bool,bool,30,false,true
A_A607_ROOM_OCCUPANCY,A,A607,ROOM,OCCUPANCY,room,bacnet,object_instance,10254,bool,bool,30,false,true
A_A607_ROOM_SETPOINT_C,A,A607,ROOM,SETPOINT_C,room,bacnet,object_instance,10255,float,C,30,false,true
A_A607_ROOM_HUMIDITY_RH,A,A607,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10256,float,%,30,false,true
A_A608_ROOM_ELECTRICITY_KWH,A,A608,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,641,float,kWh,30,false,true
A_A608_ROOM_WATER_COLD_M3,A,A608,ROOM,WATER_COLD_M3,room,modbus,holding_register,643,float,m3,30,false,true
A_A608_ROOM_WATER_HOT_M3,A,A608,ROOM,WATER_HOT_M3,room,modbus,holding_register,645,float,m3,30,false,true
A_A608_ROOM_FC_KWH,A,A608,ROOM,FC_KWH,room,modbus,holding_register,647,float,kWh,30,false,true
A_A608_ROOM_RETURN_TEMP_C,A,A608,ROOM,RETURN_TEMP_C,room,modbus,holding_register,649,float,C,30,false,true
A_A608_ROOM_LEAK_ALARM,A,A608,ROOM,LEAK_ALARM,room,bacnet,object_instance,10257,bool,bool,30,false,true
A_A608_ROOM_OCCUPANCY,A,A608,ROOM,OCCUPANCY,room,bacnet,object_instance,10258,bool,bool,30,false,true
A_A608_ROOM_SETPOINT_C,A,A608,ROOM,SETPOINT_C,room,bacnet,object_instance,10259,float,C,30,false,true
A_A608_ROOM_HUMIDITY_RH,A,A608,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10260,float,%,30,false,true
A_A609_ROOM_ELECTRICITY_KWH,A,A609,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,651,float,kWh,30,false,true
A_A609_ROOM_WATER_COLD_M3,A,A609,ROOM,WATER_COLD_M3,room,modbus,holding_register,653,float,m3,30,false,true
A_A609_ROOM_WATER_HOT_M3,A,A609,ROOM,WATER_HOT_M3,room,modbus,holding_register,655,float,m3,30,false,true
A_A609_ROOM_FC_KWH,A,A609,ROOM,FC_KWH,room,modbus,holding_register,657,float,kWh,30,false,true
A_A609_ROOM_RETURN_TEMP_C,A,A609,ROOM,RETURN_TEMP_C,room,modbus,holding_register,659,float,C,30,false,true
A_A609_ROOM_LEAK_ALARM,A,A609,ROOM,LEAK_ALARM,room,bacnet,object_instance,10261,bool,bool,30,false,true
A_A609_ROOM_OCCUPANCY,A,A609,ROOM,OCCUPANCY,room,bacnet,object_instance,10262,bool,bool,30,false,true
A_A609_ROOM_SETPOINT_C,A,A609,ROOM,SETPOINT_C,room,bacnet,object_instance,10263,float,C,30,false,true
A_A609_ROOM_HUMIDITY_RH,A,A609,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10264,float,%,30,false,true
A_A610_ROOM_ELECTRICITY_KWH,A,A610,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,661,float,kWh,30,false,true
A_A610_ROOM_WATER_COLD_M3,A,A610,ROOM,WATER_COLD_M3,room,modbus,holding_register,663,float,m3,30,false,true
A_A610_ROOM_WATER_HOT_M3,A,A610,ROOM,WATER_HOT_M3,room,modbus,holding_register,665,float,m3,30,false,true
A_A610_ROOM_FC_KWH,A,A610,ROOM,FC_KWH,room,modbus,holding_register,667,float,kWh,30,false,true
A_A610_ROOM_RETURN_TEMP_C,A,A610,ROOM,RETURN_TEMP_C,room,modbus,holding_register,669,float,C,30,false,true
A_A610_ROOM_LEAK_ALARM,A,A610,ROOM,LEAK_ALARM,room,bacnet,object_instance,10265,bool,bool,30,false,true
A_A610_ROOM_OCCUPANCY,A,A610,ROOM,OCCUPANCY,room,bacnet,object_instance,10266,bool,bool,30,false,true
A_A610_ROOM_SETPOINT_C,A,A610,ROOM,SETPOINT_C,room,bacnet,object_instance,10267,float,C,30,false,true
A_A610_ROOM_HUMIDITY_RH,A,A610,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10268,float,%,30,false,true
A_A611_ROOM_ELECTRICITY_KWH,A,A611,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,671,float,kWh,30,false,true
A_A611_ROOM_WATER_COLD_M3,A,A611,ROOM,WATER_COLD_M3,room,modbus,holding_register,673,float,m3,30,false,true
A_A611_ROOM_WATER_HOT_M3,A,A611,ROOM,WATER_HOT_M3,room,modbus,holding_register,675,float,m3,30,false,true
A_A611_ROOM_FC_KWH,A,A611,ROOM,FC_KWH,room,modbus,holding_register,677,float,kWh,30,false,true
A_A611_ROOM_RETURN_TEMP_C,A,A611,ROOM,RETURN_TEMP_C,room,modbus,holding_register,679,float,C,30,false,true
A_A611_ROOM_LEAK_ALARM,A,A611,ROOM,LEAK_ALARM,room,bacnet,object_instance,10269,bool,bool,30,false,true
A_A611_ROOM_OCCUPANCY,A,A611,ROOM,OCCUPANCY,room,bacnet,object_instance,10270,bool,bool,30,false,true
A_A611_ROOM_SETPOINT_C,A,A611,ROOM,SETPOINT_C,room,bacnet,object_instance,10271,float,C,30,false,true
A_A611_ROOM_HUMIDITY_RH,A,A611,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10272,float,%,30,false,true
A_A612_ROOM_ELECTRICITY_KWH,A,A612,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,681,float,kWh,30,false,true
A_A612_ROOM_WATER_COLD_M3,A,A612,ROOM,WATER_COLD_M3,room,modbus,holding_register,683,float,m3,30,false,true
A_A612_ROOM_WATER_HOT_M3,A,A612,ROOM,WATER_HOT_M3,room,modbus,holding_register,685,float,m3,30,false,true
A_A612_ROOM_FC_KWH,A,A612,ROOM,FC_KWH,room,modbus,holding_register,687,float,kWh,30,false,true
A_A612_ROOM_RETURN_TEMP_C,A,A612,ROOM,RETURN_TEMP_C,room,modbus,holding_register,689,float,C,30,false,true
A_A612_ROOM_LEAK_ALARM,A,A612,ROOM,LEAK_ALARM,room,bacnet,object_instance,10273,bool,bool,30,false,true
A_A612_ROOM_OCCUPANCY,A,A612,ROOM,OCCUPANCY,room,bacnet,object_instance,10274,bool,bool,30,false,true
A_A612_ROOM_SETPOINT_C,A,A612,ROOM,SETPOINT_C,room,bacnet,object_instance,10275,float,C,30,false,true
A_A612_ROOM_HUMIDITY_RH,A,A612,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10276,float,%,30,false,true
A_A613_ROOM_ELECTRICITY_KWH,A,A613,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,691,float,kWh,30,false,true
A_A613_ROOM_WATER_COLD_M3,A,A613,ROOM,WATER_COLD_M3,room,modbus,holding_register,693,float,m3,30,false,true
A_A613_ROOM_WATER_HOT_M3,A,A613,ROOM,WATER_HOT_M3,room,modbus,holding_register,695,float,m3,30,false,true
A_A613_ROOM_FC_KWH,A,A613,ROOM,FC_KWH,room,modbus,holding_register,697,float,kWh,30,false,true
A_A613_ROOM_RETURN_TEMP_C,A,A613,ROOM,RETURN_TEMP_C,room,modbus,holding_register,699,float,C,30,false,true
A_A613_ROOM_LEAK_ALARM,A,A613,ROOM,LEAK_ALARM,room,bacnet,object_instance,10277,bool,bool,30,false,true
A_A613_ROOM_OCCUPANCY,A,A613,ROOM,OCCUPANCY,room,bacnet,object_instance,10278,bool,bool,30,false,true
A_A613_ROOM_SETPOINT_C,A,A613,ROOM,SETPOINT_C,room,bacnet,object_instance,10279,float,C,30,false,true
A_A613_ROOM_HUMIDITY_RH,A,A613,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10280,float,%,30,false,true
A_A614_ROOM_ELECTRICITY_KWH,A,A614,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,701,float,kWh,30,false,true
A_A614_ROOM_WATER_COLD_M3,A,A614,ROOM,WATER_COLD_M3,room,modbus,holding_register,703,float,m3,30,false,true
A_A614_ROOM_WATER_HOT_M3,A,A614,ROOM,WATER_HOT_M3,room,modbus,holding_register,705,float,m3,30,false,true
A_A614_ROOM_FC_KWH,A,A614,ROOM,FC_KWH,room,modbus,holding_register,707,float,kWh,30,false,true
A_A614_ROOM_RETURN_TEMP_C,A,A614,ROOM,RETURN_TEMP_C,room,modbus,holding_register,709,float,C,30,false,true
A_A614_ROOM_LEAK_ALARM,A,A614,ROOM,LEAK_ALARM,room,bacnet,object_instance,10281,bool,bool,30,false,true
A_A614_ROOM_OCCUPANCY,A,A614,ROOM,OCCUPANCY,room,bacnet,object_instance,10282,bool,bool,30,false,true
A_A614_ROOM_SETPOINT_C,A,A614,ROOM,SETPOINT_C,room,bacnet,object_instance,10283,float,C,30,false,true
A_A614_ROOM_HUMIDITY_RH,A,A614,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10284,float,%,30,false,true
A_A615_ROOM_ELECTRICITY_KWH,A,A615,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,711,float,kWh,30,false,true
A_A615_ROOM_WATER_COLD_M3,A,A615,ROOM,WATER_COLD_M3,room,modbus,holding_register,713,float,m3,30,false,true
A_A615_ROOM_WATER_HOT_M3,A,A615,ROOM,WATER_HOT_M3,room,modbus,holding_register,715,float,m3,30,false,true
A_A615_ROOM_FC_KWH,A,A615,ROOM,FC_KWH,room,modbus,holding_register,717,float,kWh,30,false,true
A_A615_ROOM_RETURN_TEMP_C,A,A615,ROOM,RETURN_TEMP_C,room,modbus,holding_register,719,float,C,30,false,true
A_A615_ROOM_LEAK_ALARM,A,A615,ROOM,LEAK_ALARM,room,bacnet,object_instance,10285,bool,bool,30,false,true
A_A615_ROOM_OCCUPANCY,A,A615,ROOM,OCCUPANCY,room,bacnet,object_instance,10286,bool,bool,30,false,true
A_A615_ROOM_SETPOINT_C,A,A615,ROOM,SETPOINT_C,room,bacnet,object_instance,10287,float,C,30,false,true
A_A615_ROOM_HUMIDITY_RH,A,A615,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10288,float,%,30,false,true
A_A616_ROOM_ELECTRICITY_KWH,A,A616,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,721,float,kWh,30,false,true
A_A616_ROOM_WATER_COLD_M3,A,A616,ROOM,WATER_COLD_M3,room,modbus,holding_register,723,float,m3,30,false,true
A_A616_ROOM_WATER_HOT_M3,A,A616,ROOM,WATER_HOT_M3,room,modbus,holding_register,725,float,m3,30,false,true
A_A616_ROOM_FC_KWH,A,A616,ROOM,FC_KWH,room,modbus,holding_register,727,float,kWh,30,false,true
A_A616_ROOM_RETURN_TEMP_C,A,A616,ROOM,RETURN_TEMP_C,room,modbus,holding_register,729,float,C,30,false,true
A_A616_ROOM_LEAK_ALARM,A,A616,ROOM,LEAK_ALARM,room,bacnet,object_instance,10289,bool,bool,30,false,true
A_A616_ROOM_OCCUPANCY,A,A616,ROOM,OCCUPANCY,room,bacnet,object_instance,10290,bool,bool,30,false,true
A_A616_ROOM_SETPOINT_C,A,A616,ROOM,SETPOINT_C,room,bacnet,object_instance,10291,float,C,30,false,true
A_A616_ROOM_HUMIDITY_RH,A,A616,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10292,float,%,30,false,true
A_A617_ROOM_ELECTRICITY_KWH,A,A617,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,731,float,kWh,30,false,true
A_A617_ROOM_WATER_COLD_M3,A,A617,ROOM,WATER_COLD_M3,room,modbus,holding_register,733,float,m3,30,false,true
A_A617_ROOM_WATER_HOT_M3,A,A617,ROOM,WATER_HOT_M3,room,modbus,holding_register,735,float,m3,30,false,true
A_A617_ROOM_FC_KWH,A,A617,ROOM,FC_KWH,room,modbus,holding_register,737,float,kWh,30,false,true
A_A617_ROOM_RETURN_TEMP_C,A,A617,ROOM,RETURN_TEMP_C,room,modbus,holding_register,739,float,C,30,false,true
A_A617_ROOM_LEAK_ALARM,A,A617,ROOM,LEAK_ALARM,room,bacnet,object_instance,10293,bool,bool,30,false,true
A_A617_ROOM_OCCUPANCY,A,A617,ROOM,OCCUPANCY,room,bacnet,object_instance,10294,bool,bool,30,false,true
A_A617_ROOM_SETPOINT_C,A,A617,ROOM,SETPOINT_C,room,bacnet,object_instance,10295,float,C,30,false,true
A_A617_ROOM_HUMIDITY_RH,A,A617,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10296,float,%,30,false,true
A_A618_ROOM_ELECTRICITY_KWH,A,A618,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,741,float,kWh,30,false,true
A_A618_ROOM_WATER_COLD_M3,A,A618,ROOM,WATER_COLD_M3,room,modbus,holding_register,743,float,m3,30,false,true
A_A618_ROOM_WATER_HOT_M3,A,A618,ROOM,WATER_HOT_M3,room,modbus,holding_register,745,float,m3,30,false,true
A_A618_ROOM_FC_KWH,A,A618,ROOM,FC_KWH,room,modbus,holding_register,747,float,kWh,30,false,true
A_A618_ROOM_RETURN_TEMP_C,A,A618,ROOM,RETURN_TEMP_C,room,modbus,holding_register,749,float,C,30,false,true
A_A618_ROOM_LEAK_ALARM,A,A618,ROOM,LEAK_ALARM,room,bacnet,object_instance,10297,bool,bool,30,false,true
A_A618_ROOM_OCCUPANCY,A,A618,ROOM,OCCUPANCY,room,bacnet,object_instance,10298,bool,bool,30,false,true
A_A618_ROOM_SETPOINT_C,A,A618,ROOM,SETPOINT_C,room,bacnet,object_instance,10299,float,C,30,false,true
A_A618_ROOM_HUMIDITY_RH,A,A618,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10300,float,%,30,false,true
A_A619_ROOM_ELECTRICITY_KWH,A,A619,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,751,float,kWh,30,false,true
A_A619_ROOM_WATER_COLD_M3,A,A619,ROOM,WATER_COLD_M3,room,modbus,holding_register,753,float,m3,30,false,true
A_A619_ROOM_WATER_HOT_M3,A,A619,ROOM,WATER_HOT_M3,room,modbus,holding_register,755,float,m3,30,false,true
A_A619_ROOM_FC_KWH,A,A619,ROOM,FC_KWH,room,modbus,holding_register,757,float,kWh,30,false,true
A_A619_ROOM_RETURN_TEMP_C,A,A619,ROOM,RETURN_TEMP_C,room,modbus,holding_register,759,float,C,30,false,true
A_A619_ROOM_LEAK_ALARM,A,A619,ROOM,LEAK_ALARM,room,bacnet,object_instance,10301,bool,bool,30,false,true
A_A619_ROOM_OCCUPANCY,A,A619,ROOM,OCCUPANCY,room,bacnet,object_instance,10302,bool,bool,30,false,true
A_A619_ROOM_SETPOINT_C,A,A619,ROOM,SETPOINT_C,room,bacnet,object_instance,10303,float,C,30,false,true
A_A619_ROOM_HUMIDITY_RH,A,A619,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10304,float,%,30,false,true
A_A701_ROOM_ELECTRICITY_KWH,A,A701,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,761,float,kWh,30,false,true
A_A701_ROOM_WATER_COLD_M3,A,A701,ROOM,WATER_COLD_M3,room,modbus,holding_register,763,float,m3,30,false,true
A_A701_ROOM_WATER_HOT_M3,A,A701,ROOM,WATER_HOT_M3,room,modbus,holding_register,765,float,m3,30,false,true
A_A701_ROOM_FC_KWH,A,A701,ROOM,FC_KWH,room,modbus,holding_register,767,float,kWh,30,false,true
A_A701_ROOM_RETURN_TEMP_C,A,A701,ROOM,RETURN_TEMP_C,room,modbus,holding_register,769,float,C,30,false,true
A_A701_ROOM_LEAK_ALARM,A,A701,ROOM,LEAK_ALARM,room,bacnet,object_instance,10305,bool,bool,30,false,true
A_A701_ROOM_OCCUPANCY,A,A701,ROOM,OCCUPANCY,room,bacnet,object_instance,10306,bool,bool,30,false,true
A_A701_ROOM_SETPOINT_C,A,A701,ROOM,SETPOINT_C,room,bacnet,object_instance,10307,float,C,30,false,true
A_A701_ROOM_HUMIDITY_RH,A,A701,ROOM,HUMIDITY_RH,room,bacnet,object_instance,10308,float,%,30,false,true
A_A702_ROOM_ELECTRICITY_KWH,A,A702,ROOM,ELECTRICITY_KWH,room,modbus,holding_register,771,float,kWh,30,false,true
A_A702_ROOM_WATER_COLD_M3,A,A702,ROOM,WATER_COLD_M3,room,modbus,holding_register,773,float,m3,30,false,true
A_A702_ROOM_WATER_HOT_M3,A,A702,ROOM,WATER_HOT_M3,room,modbus,holding_register,775,float,m3,30,false,true
A_A702_ROOM_FC_KWH,A,A702,ROOM,FC_KWH,room,modbus,holding_register,777,float,kWh,30,false,true
A_A702_ROOM_RETURN_TEMP_C,A,A702,ROOM,RETURN_TEMP_C,room,modbus,holding_register,779,float,C,30,false,true
A_A702_ROOM_LEAK_ALARM,A,A702,ROOM,LEAK_ALARM,room,bacnet,object_instance,10309,bool,bool,30,false,true
A_A702_ROOM_OCCUPANCY,A,A702,ROOM,OCCUPANCY,room,bacnet,object_instance,10310,bool,bool,30,false,true
